Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
2025,217.8,3m 37.8s,41.5830476,-109.2952532,P-GPS,832.7,253.8,,,0.0,0.0,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,-0.5,1.2,79.2,79.2,1024,1024,1024,1024,364,,,,,
2026,217.9,3m 37.9s,41.58304771,-109.29525313,P-GPS,831.7,253.5,,,0.2,0.1,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0.1,3,0.1,1.1,79.4,79.4,1024,1024,1024,1024,364,,,,,
2027,218,3m 38s,41.58304778,-109.29525305,P-GPS,830.7,253.2,,,0.2,0.1,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0.1,3,0,0.7,79.4,79.4,1024,1024,1024,1024,364,,,,,
2028,218.1,3m 38.1s,41.58304779,-109.29525295,P-GPS,829.7,252.9,,,0.2,0.1,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0.1,3,0.5,0.5,79.4,79.4,1024,1024,1024,1024,364,,,,,
2029,218.2,3m 38.2s,41.58304776,-109.29525286,P-GPS,828.7,252.6,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0.4,0.6,79.5,79.5,1024,1024,1024,1024,364,,,,,
2030,218.3,3m 38.3s,41.58304771,-109.29525276,P-GPS,827.8,252.3,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0.1,-1.4,79.4,79.4,1024,1024,1024,1024,364,,,,,
2031,218.4,3m 38.4s,41.58304766,-109.29525266,P-GPS,826.8,252.0,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0,-1.7,79.3,79.3,1024,1024,1024,1024,364,,,,,
2032,218.5,3m 38.5s,41.58304763,-109.29525256,P-GPS,825.8,251.7,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0.7,0.2,79.4,79.4,1024,1024,1024,1024,364,,,,,
2033,218.6,3m 38.6s,41.58304757,-109.29525249,P-GPS,824.5,251.3,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0,-1.1,79.4,79.4,1024,1024,1024,936,364,,,,,
2034,218.7,3m 38.7s,41.58304751,-109.29525244,P-GPS,823.5,251.0,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,0.9,-3,79.5,79.5,1024,1024,1024,753,364,,,,,
2035,218.8,3m 38.8s,41.58304747,-109.2952524,P-GPS,822.5,250.7,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,-0.7,-2.4,79.4,79.4,1024,1024,1024,378,364,,,,,
2036,218.9,3m 38.9s,41.58304745,-109.29525236,P-GPS,821.5,250.4,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.994,0.009,4.004,3.995,3.995,0,0,3,-0.1,-2.2,79.1,79.1,1024,1024,1024,364,364,,,,,
2037,219,3m 39s,41.58304747,-109.29525231,P-GPS,820.5,250.1,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,0,-0.8,77.5,77.5,1024,1024,1024,364,364,,,,,
2038,219.1,3m 39.1s,41.58304749,-109.29525226,P-GPS,819.6,249.8,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,2.9,0.2,-1.7,74.3,74.3,1024,1024,1024,364,364,,,,,
2039,219.2,3m 39.2s,41.58304753,-109.29525221,P-GPS,818.6,249.5,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,2.9,1.5,-2.3,70.5,70.5,1024,1024,1024,364,364,,,,,
2040,219.3,3m 39.3s,41.58304758,-109.29525221,P-GPS,817.6,249.2,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,2.9,0.7,-3.3,66.2,66.2,1024,1024,1024,364,364,,,,,
2041,219.5,3m 39.5s,41.58304776,-109.29525241,P-GPS,815.3,248.5,,,0.0,0.0,0.0,0.0,43.5,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,0,0.8,57.9,57.9,1024,1024,1024,980,364,,,,,
2042,219.6,3m 39.6s,41.58304789,-109.29525256,P-GPS,814.3,248.2,,,0.0,0.0,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,0.7,-0.7,53.6,53.6,1024,1024,1024,1024,364,,,,,
2043,219.7,3m 39.7s,41.58304801,-109.29525274,P-GPS,813.3,247.9,,,0.2,0.1,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,-0.1,3,0.3,-3,50.4,50.4,1024,1024,1024,1024,364,,,,,
2044,219.8,3m 39.8s,41.58304814,-109.29525299,P-GPS,812.3,247.6,,,0.3,0.1,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.1,-0.1,3,0,-2.6,49.1,49.1,1024,1024,1024,1024,364,,,,,
2045,219.9,3m 39.9s,41.58304828,-109.29525329,P-GPS,811.4,247.3,,,0.5,0.2,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.1,-0.2,3,-1.2,-1.3,48.6,48.6,1024,1024,1024,1024,364,,,,,
2046,220,3m 40s,41.58304848,-109.29525368,P-GPS,810.4,247.0,,,0.6,0.3,1.5,0.7,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.2,-0.2,2.9,-1.6,3,48.3,48.3,1024,1024,1024,1024,364,,,,,
2047,220.1,3m 40.1s,41.58304871,-109.29525408,P-GPS,809.4,246.7,,,0.6,0.3,1.1,0.5,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.2,-0.2,2.9,-1.2,6,48.3,48.3,1024,1024,1024,1013,364,,,,,
2048,220.2,3m 40.2s,41.58304891,-109.29525444,P-GPS,808.4,246.4,,,0.5,0.2,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.1,-0.2,2.9,-1,5.5,48.4,48.4,1024,1024,1024,1013,364,,,,,
2049,220.3,3m 40.3s,41.58304907,-109.29525472,P-GPS,807.4,246.1,,,0.3,0.1,1.5,0.7,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0.1,-0.1,2.9,-1.3,5.6,48.3,48.3,1024,1024,1024,1012,364,,,,,
2050,220.4,3m 40.4s,41.58304914,-109.29525495,P-GPS,806.4,245.8,,,0.2,0.1,0.0,0.0,43.5,13.2,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,-0.1,2.9,-1.5,5.4,48.3,48.3,1024,1024,1024,1008,364,,,,,
2051,220.5,3m 40.5s,41.58304915,-109.2952551,P-GPS,805.4,245.5,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,-1.5,4.3,48.1,48.1,1024,1024,1024,1009,364,,,,,
2052,220.6,3m 40.6s,41.58304912,-109.29525519,P-GPS,804.1,245.1,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,-1,4.3,48,48,1024,1024,1024,1009,364,,,,,
2053,220.7,3m 40.7s,41.58304908,-109.29525525,P-GPS,803.1,244.8,,,0.0,0.0,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,-1.2,4.5,48.1,48.1,1024,1024,1024,1016,364,,,,,
2054,220.8,3m 40.8s,41.58304898,-109.29525527,P-GPS,802.2,244.5,,,0.0,0.0,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,0,0,3,-1.1,4.7,48.4,48.4,1024,1024,1024,1024,364,,,,,
2055,220.9,3m 40.9s,41.58304884,-109.29525527,P-GPS,801.2,244.2,,,0.2,0.1,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.978,0.009,3.998,3.991,3.989,-0.1,0,3,-2.1,5.4,48.5,48.5,1024,1024,1024,1024,364,,,,,
2056,221.1,3m 41.1s,41.58304841,-109.29525499,P-GPS,799.2,243.6,,,0.5,0.2,0.0,0.0,43.7,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,-0.2,0.1,3,-2.8,1.8,48.8,48.8,1024,1024,1024,1024,364,,,,,
2057,221.2,3m 41.2s,41.58304821,-109.29525476,P-GPS,798.2,243.3,,,0.5,0.2,0.0,0.0,43.7,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,-0.2,0.1,3,-2.9,-0.3,49.1,49.1,1024,1024,1024,1024,364,,,,,
2058,221.3,3m 41.3s,41.58304804,-109.29525454,P-GPS,797.2,243.0,,,0.3,0.1,0.0,0.0,43.7,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,-0.1,0.1,3,-2.3,-1.8,49,49,1024,1024,1024,1186,364,,,,,
2059,221.5,3m 41.5s,41.58304786,-109.29525409,P-GPS,794.9,242.3,,,0.2,0.1,0.0,0.0,43.7,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,0,0.1,3,-2.4,0.5,49,49,1024,1024,1024,1604,364,,,,,
2060,221.7,3m 41.7s,41.5830479,-109.29525369,P-GPS,793.0,241.7,,,0.2,0.1,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,0,0.1,2.9,-1.7,-3.1,49.5,49.5,1024,1024,1024,1684,364,,,,,
2061,221.8,3m 41.8s,41.58304803,-109.29525354,P-GPS,792.0,241.4,,,0.2,0.1,0.0,0.0,43.6,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,0,0.1,2.9,-0.3,-0.3,52.2,52.2,1024,1024,1024,1684,364,,,,,
2062,221.9,3m 41.9s,41.58304813,-109.29525343,P-GPS,791.0,241.1,,,0.2,0.1,0.0,0.0,43.5,13.3,41.58314402,-109.2951586,18,5,84,11.963,0.012,3.995,3.985,3.983,0,0.1,2.9,-2.4,3.2,55.9,55.9,1024,1024,1024,1684,364,,,,,
2063,222,3m 42s,41.58304827,-109.29525329,P-GPS,790.0,240.8,,,0.2,0.1,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0.1,2.9,-1.7,1.8,59.9,59.9,1024,1024,1024,1398,371,,,,,
2064,222.1,3m 42.1s,41.58304838,-109.2952531,P-GPS,789.0,240.5,,,0.2,0.1,0.0,0.0,43.4,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0.1,2.9,-0.4,-1.2,64.1,64.1,1024,1024,1024,1024,366,,,,,
2065,222.2,3m 42.2s,41.5830485,-109.29525291,P-GPS,788.1,240.2,,,0.2,0.1,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0.1,3,0.6,1.7,68.3,68.3,1024,1024,1024,1024,364,,,,,
2066,222.4,3m 42.4s,41.58304855,-109.29525255,P-GPS,786.1,239.6,,,0.2,0.1,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0.1,2.8,1.1,-0.8,76.2,76.2,1024,1024,1024,1024,364,,,,,
2067,222.6,3m 42.6s,41.58304847,-109.29525227,P-GPS,784.1,239.0,,,0.3,0.1,0.8,0.3,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,-0.1,0.1,2.9,-0.7,-2.4,78.8,78.8,1024,1024,1024,1024,364,,,,,
2068,222.7,3m 42.7s,41.58304839,-109.29525214,P-GPS,783.1,238.7,,,0.2,0.1,0.7,0.3,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0.1,3,0,-1.5,79.2,79.2,1024,1024,1024,1024,364,,,,,
2069,222.8,3m 42.8s,41.58304835,-109.29525206,P-GPS,782.2,238.4,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0,3,2.3,-1.9,79.5,79.5,1024,1024,1024,1024,364,,,,,
2070,222.9,3m 42.9s,41.5830483,-109.29525203,P-GPS,781.2,238.1,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0,2.9,0.3,-1.9,79.6,79.6,1024,1024,1024,1024,364,,,,,
2071,223,3m 43s,41.58304826,-109.29525207,P-GPS,779.9,237.7,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0,3,-1,-1.7,79.5,79.5,1024,1024,1024,1024,364,,,,,
2072,223.2,3m 43.2s,41.5830482,-109.29525214,P-GPS,777.9,237.1,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.931,0.011,3.984,3.974,3.973,0,0,3,-0.1,-3.2,79.8,79.8,1024,1024,1024,1024,364,,,,,
2073,223.3,3m 43.3s,41.5830482,-109.29525221,P-GPS,776.9,236.8,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-0.6,-2.2,79.9,79.9,1024,1024,1024,1082,364,,,,,
2074,223.4,3m 43.4s,41.58304824,-109.2952523,P-GPS,775.9,236.5,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-1.9,-0.6,79.8,79.8,1024,1024,1024,1684,364,,,,,
2075,223.5,3m 43.5s,41.58304828,-109.29525238,P-GPS,774.9,236.2,,,0.0,0.0,NaN,NaN,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-1.5,-1.1,80,80,1024,1024,1024,1387,364,,,,,
2076,223.6,3m 43.6s,41.5830483,-109.29525243,P-GPS,774.0,235.9,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-0.8,-1.2,80.7,80.7,1024,1024,1024,1253,364,,,,,
2077,223.7,3m 43.7s,41.58304832,-109.29525247,P-GPS,773.0,235.6,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-1.8,-0.7,83.2,83.2,1024,1024,1024,1024,364,,,,,
2078,223.9,3m 43.9s,41.58304836,-109.29525252,P-GPS,771.0,235.0,,,0.0,0.0,1.1,0.5,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-1.8,-0.3,87.2,87.2,1024,1024,1024,1040,364,,,,,
2079,224,3m 44s,41.58304837,-109.29525253,P-GPS,770.0,234.7,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,-1.2,-1.6,88.1,88.1,1024,1024,1024,1024,364,,,,,
2080,224.1,3m 44.1s,41.58304837,-109.2952525,P-GPS,769.0,234.4,,,0.0,0.0,1.1,0.5,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,0.5,-2.5,88.5,88.5,1024,1024,1024,1024,364,,,,,
2081,224.2,3m 44.2s,41.58304839,-109.29525247,P-GPS,768.0,234.1,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.953,0.01,3.99,3.983,3.98,0,0,2.9,0.2,-1,88.7,88.7,1024,1024,1024,1024,364,,,,,
2082,224.4,3m 44.4s,41.58304839,-109.29525242,P-GPS,766.1,233.5,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,0,-1.2,88.6,88.6,1024,1024,1024,1024,364,,,,,
2083,224.5,3m 44.5s,41.58304838,-109.29525244,P-GPS,765.1,233.2,,,0.0,0.0,0.7,0.3,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,0.1,-1.2,88.6,88.6,1024,1024,1024,1024,364,,,,,
2084,224.6,3m 44.6s,41.58304837,-109.29525249,P-GPS,764.1,232.9,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.2,-1,88.6,88.6,1024,1024,1024,1024,364,,,,,
2085,224.7,3m 44.7s,41.58304834,-109.29525254,P-GPS,763.1,232.6,,,0.0,0.0,1.1,0.5,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-0.6,-2.4,88.7,88.7,1024,1024,1024,1024,364,,,,,
2086,224.8,3m 44.8s,41.58304836,-109.2952526,P-GPS,762.1,232.3,,,0.0,0.0,1.1,0.5,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.9,-1.1,88.7,88.7,1024,1024,1024,1024,364,,,,,
2087,225,3m 45s,41.58304843,-109.29525269,P-GPS,760.2,231.7,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,0.5,-2.4,88.7,88.7,1024,1024,1024,1024,364,,,,,
2088,225.1,3m 45.1s,41.58304848,-109.29525276,P-GPS,759.2,231.4,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,-1.2,-0.9,88.8,88.8,1024,1024,1024,1024,364,,,,,
2089,225.2,3m 45.2s,41.58304855,-109.29525285,P-GPS,758.2,231.1,,,0.0,0.0,1.1,0.5,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.7,-0.2,88.8,88.8,1024,1024,1024,1024,364,,,,,
2090,225.3,3m 45.3s,41.58304859,-109.29525293,P-GPS,757.2,230.8,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.2,-1.5,88.8,88.8,1024,1024,1024,1024,364,,,,,
2091,225.4,3m 45.4s,41.58304864,-109.295253,P-GPS,755.9,230.4,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-0.7,-1.4,88.8,88.8,1024,1024,1024,1024,364,,,,,
2092,225.5,3m 45.5s,41.5830487,-109.29525306,P-GPS,754.9,230.1,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-0.9,-0.6,88.8,88.8,1024,1024,1024,1024,364,,,,,
2093,225.6,3m 45.6s,41.58304875,-109.29525309,P-GPS,753.9,229.8,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-0.8,-1.3,88.9,88.9,1024,1024,1024,1024,364,,,,,
2094,225.7,3m 45.7s,41.5830488,-109.2952531,P-GPS,753.0,229.5,,,0.0,0.0,0.0,0.0,43.3,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.4,-1.1,89,89,1024,1024,1024,1024,364,,,,,
2095,225.8,3m 45.8s,41.58304885,-109.2952531,P-GPS,752.0,229.2,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,3,-1.6,-0.8,89,89,1024,1024,1024,1024,364,,,,,
2096,225.9,3m 45.9s,41.58304889,-109.29525308,P-GPS,751.0,228.9,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,0.2,-2,88.9,88.9,1024,1024,1024,1024,364,,,,,
2097,226,3m 46s,41.58304897,-109.29525305,P-GPS,750.0,228.6,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,-0.1,-1.1,88.8,88.8,1024,1024,1024,1024,364,,,,,
2098,226.1,3m 46.1s,41.58304903,-109.29525303,P-GPS,749.0,228.3,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.945,0.015,3.99,3.98,3.975,0,0,2.9,0,-0.9,88.7,88.7,1024,1024,1024,1024,364,,,,,
2099,226.2,3m 46.2s,41.58304911,-109.29525299,P-GPS,748.0,228.0,,,0.0,0.0,0.0,0.0,43.2,13.2,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,2.9,-0.9,-0.4,88.6,88.6,1024,1024,1024,1024,364,,,,,
2100,226.3,3m 46.3s,41.58304917,-109.29525295,P-GPS,747.0,227.7,,,0.0,0.0,0.0,0.0,43.1,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,2.9,-0.2,-1.5,88.6,88.6,1024,1024,1024,1086,364,,,,,
2101,226.4,3m 46.4s,41.58304924,-109.29525292,P-GPS,746.1,227.4,,,0.0,0.0,0.0,0.0,43.1,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,2.9,-1,-0.9,88.6,88.6,1024,1024,1024,1274,364,,,,,
2102,226.5,3m 46.5s,41.5830493,-109.29525289,P-GPS,745.1,227.1,,,0.0,0.0,0.0,0.0,43.1,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,2.9,-0.1,-0.6,88.5,88.5,1024,1024,1024,1358,364,,,,,
2103,226.7,3m 46.7s,41.58304941,-109.29525288,P-GPS,743.1,226.5,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,2.9,-0.5,0.2,88.7,88.7,1024,1024,1024,1365,364,,,,,
2104,226.8,3m 46.8s,41.58304946,-109.29525288,P-GPS,742.1,226.2,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,-0.5,0.5,89.6,89.6,1024,1024,1024,1281,364,,,,,
2105,227,3m 47s,41.58304948,-109.29525288,P-GPS,740.2,225.6,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,-0.5,-0.9,91.3,91.3,1024,1024,1024,1312,364,,,,,
2106,227.1,3m 47.1s,41.58304944,-109.29525285,P-GPS,739.2,225.3,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,0,-1.4,91.9,91.9,1024,1024,1024,1315,364,,,,,
2107,227.2,3m 47.2s,41.58304941,-109.29525285,P-GPS,738.2,225.0,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,-0.4,-1.4,92.6,92.6,1024,1024,1024,1284,364,,,,,
2108,227.3,3m 47.3s,41.58304939,-109.29525284,P-GPS,737.2,224.7,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,0,-1.7,93.3,93.3,1024,1024,1024,1282,364,,,,,
2109,227.4,3m 47.4s,41.58304939,-109.29525283,P-GPS,736.2,224.4,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.944,0.013,3.989,3.979,3.976,0,0,3,0.6,-1.9,93.9,93.9,1024,1024,1024,1285,364,,,,,
2110,227.5,3m 47.5s,41.5830494,-109.29525285,P-GPS,735.2,224.1,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,0,3,0.1,-1.5,94.6,94.6,1024,1024,1024,1285,364,,,,,
2111,227.6,3m 47.6s,41.58304944,-109.29525288,P-GPS,734.3,223.8,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,0,2.9,-0.3,-1.3,95.3,95.3,1024,1024,1024,1286,364,,,,,
2112,227.7,3m 47.7s,41.58304947,-109.29525292,P-GPS,732.9,223.4,,,0.0,0.0,1.1,0.5,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,0,3,0,-0.8,95.9,95.9,1024,1024,1024,1287,364,,,,,
2113,227.8,3m 47.8s,41.58304952,-109.295253,P-GPS,732.0,223.1,,,0.0,0.0,0.0,0.0,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,0,3,1.1,-2.8,96.2,96.2,1024,1024,1024,1290,364,,,,,
2114,227.9,3m 47.9s,41.58304959,-109.29525315,P-GPS,731.0,222.8,,,0.2,0.1,1.1,0.5,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,-0.1,3.1,-1.6,-0.7,96.8,96.8,1024,1024,1024,1297,364,,,,,
2115,228,3m 48s,41.58304971,-109.29525334,P-GPS,730.0,222.5,,,0.2,0.1,1.1,0.5,43.0,13.1,41.58314402,-109.2951586,18,5,84,11.91,0.015,3.979,3.967,3.964,0,-0.1,3,-3.2,0.6,97.6,97.6,1024,1024,1024,1300,364,,,,,
